Algoritmo,Condição,Tamanho do vetor,Tempo de execução (microsec),Tempo de execução (sec),Comparações realizadas,Trocas realizadas
Selection Sort,ordem-decrescente,9610,98470,0,46171245,5337
Selection Sort,ordem-decrescente,9620,99286,0,46267390,5347
Selection Sort,ordem-decrescente,9630,99069,0,46363635,5345
Selection Sort,ordem-decrescente,9640,102119,0,46459980,5354
Selection Sort,ordem-decrescente,9650,100448,0,46556425,5346
Selection Sort,ordem-decrescente,9660,98188,0,46652970,5352
Selection Sort,ordem-decrescente,9670,99359,1,46749615,5376
Selection Sort,ordem-decrescente,9680,101177,0,46846360,5364
Selection Sort,ordem-decrescente,9690,100024,0,46943205,5374
Selection Sort,ordem-decrescente,9700,99212,0,47040150,5384
Selection Sort,ordem-decrescente,9710,100557,1,47137195,5396
Selection Sort,ordem-decrescente,9720,100091,0,47234340,5395
Selection Sort,ordem-decrescente,9730,102338,0,47331585,5398
Selection Sort,ordem-decrescente,9740,103518,0,47428930,5396
Selection Sort,ordem-decrescente,9750,101294,0,47526375,5428
Selection Sort,ordem-decrescente,9760,101252,0,47623920,5411
Selection Sort,ordem-decrescente,9770,103177,0,47721565,5424
Selection Sort,ordem-decrescente,9780,101891,0,47819310,5443
Selection Sort,ordem-decrescente,9790,101181,0,47917155,5447
Selection Sort,ordem-decrescente,9800,105420,0,48015100,5443
Selection Sort,ordem-decrescente,9810,102070,0,48113145,5460
Selection Sort,ordem-decrescente,9820,102211,0,48211290,5469
Selection Sort,ordem-decrescente,9830,107271,0,48309535,5461
Selection Sort,ordem-decrescente,9840,102612,1,48407880,5467
Selection Sort,ordem-decrescente,9850,102161,0,48506325,5479
Selection Sort,ordem-decrescente,9860,108104,0,48604870,5477
Selection Sort,ordem-decrescente,9870,105960,0,48703515,5507
Selection Sort,ordem-decrescente,9880,108688,1,48802260,5483
Selection Sort,ordem-decrescente,9890,106582,0,48901105,5491
Selection Sort,ordem-decrescente,9900,103925,0,49000050,5512
Selection Sort,ordem-decrescente,9910,104701,0,49099095,5508
Selection Sort,ordem-decrescente,9920,105756,0,49198240,5510
Selection Sort,ordem-decrescente,9930,105441,0,49297485,5518
Selection Sort,ordem-decrescente,9940,108474,0,49396830,5532
Selection Sort,ordem-decrescente,9950,105674,0,49496275,5532
Selection Sort,ordem-decrescente,9960,105459,0,49595820,5552
Selection Sort,ordem-decrescente,9970,106572,0,49695465,5554
Selection Sort,ordem-decrescente,9980,105776,0,49795210,5556
Selection Sort,ordem-decrescente,9990,106688,0,49895055,5567
Selection Sort,ordem-decrescente,10000,106765,0,49995000,5559
